
train_set.shape: (60000, 28, 28)
 61%|██████    | 365/600 [00:01<00:00, 273.97it/s]
loss: [600]: 230.2393798828125
Accuracy (on train): 0.35
7 -> [7]
2 -> [2]
1 -> [1]
0 -> [2]
4 -> [9]
1 -> [1]
4 -> [9]
9 -> [7]
5 -> [2]
9 -> [8]
0 -> [0]
6 -> [0]
9 -> [7]
0 -> [0]
1 -> [1]
5 -> [0]
9 -> [8]
7 -> [7]
3 -> [0]
4 -> [7]

 93%|█████████▎| 558/600 [00:02<00:00, 273.42it/s]
loss: [21000]: 212.85507202148438
5 -> [8]
0 -> [0]
4 -> [9]
1 -> [1]
9 -> [9]
2 -> [0]
1 -> [1]
3 -> [0]
1 -> [1]
4 -> [7]
3 -> [7]
5 -> [7]
3 -> [0]
6 -> [8]
1 -> [1]
7 -> [7]
2 -> [8]
8 -> [9]
6 -> [7]
9 -> [7]
Accuracy (on train): 0.35
7 -> [7]
2 -> [2]
1 -> [1]
0 -> [2]
4 -> [9]
1 -> [1]
4 -> [9]
9 -> [7]
5 -> [2]
9 -> [8]
0 -> [0]
6 -> [0]
9 -> [7]
0 -> [0]
1 -> [1]
5 -> [0]
9 -> [8]
7 -> [7]
3 -> [0]
4 -> [7]
100%|██████████| 600/600 [00:02<00:00, 271.40it/s]
 74%|███████▍  | 447/600 [00:01<00:00, 272.36it/s]
loss: [21600]: 212.8548583984375
5 -> [8]
0 -> [0]
4 -> [9]
1 -> [1]
9 -> [9]
2 -> [0]
1 -> [1]
3 -> [0]
1 -> [1]
4 -> [7]
3 -> [7]
5 -> [7]
3 -> [0]
6 -> [8]
1 -> [1]
7 -> [7]
2 -> [8]
8 -> [9]
6 -> [7]
9 -> [7]
Accuracy (on train): 0.35
7 -> [7]
2 -> [2]
1 -> [1]
0 -> [2]
4 -> [9]
1 -> [1]
4 -> [9]
9 -> [7]
5 -> [2]
9 -> [8]
0 -> [0]
6 -> [0]
9 -> [7]
0 -> [0]
1 -> [1]
5 -> [0]
9 -> [8]
7 -> [7]
3 -> [0]
4 -> [7]
100%|██████████| 600/600 [00:02<00:00, 271.90it/s]
 61%|██████▏   | 368/600 [00:01<00:00, 275.65it/s]
loss: [22200]: 212.85464477539062
5 -> [8]
0 -> [0]
4 -> [9]
1 -> [1]
9 -> [9]
2 -> [0]
1 -> [1]
3 -> [0]
1 -> [1]
4 -> [7]
3 -> [7]
5 -> [7]
3 -> [0]
6 -> [8]
1 -> [1]
7 -> [7]
2 -> [8]
8 -> [9]
6 -> [7]
9 -> [7]
Accuracy (on train): 0.35
7 -> [7]
2 -> [2]
1 -> [1]
0 -> [2]
4 -> [9]
1 -> [1]
4 -> [9]
9 -> [7]
5 -> [2]
9 -> [8]
0 -> [0]
6 -> [0]
9 -> [7]
0 -> [0]
1 -> [1]
5 -> [0]
9 -> [8]
7 -> [7]
3 -> [0]
4 -> [7]
100%|██████████| 600/600 [00:02<00:00, 275.19it/s]
 47%|████▋     | 284/600 [00:01<00:01, 273.14it/s]
loss: [22800]: 212.85443115234375
5 -> [8]
0 -> [0]
4 -> [9]
1 -> [1]
9 -> [9]
2 -> [0]
1 -> [1]
3 -> [0]
1 -> [1]
4 -> [7]
3 -> [7]
5 -> [7]
3 -> [0]
6 -> [8]
1 -> [1]
7 -> [7]
2 -> [8]
8 -> [9]
6 -> [7]
9 -> [7]
Accuracy (on train): 0.35
7 -> [7]
2 -> [2]
1 -> [1]
0 -> [2]
4 -> [9]
1 -> [1]
4 -> [9]
9 -> [7]
5 -> [2]
9 -> [8]
0 -> [0]
6 -> [0]
9 -> [7]
0 -> [0]
1 -> [1]
5 -> [0]
9 -> [8]
7 -> [7]
3 -> [0]
4 -> [7]
100%|██████████| 600/600 [00:02<00:00, 274.74it/s]
100%|██████████| 600/600 [00:02<00:00, 272.56it/s]
 24%|██▍       | 143/600 [00:00<00:01, 278.84it/s]
loss: [23400]: 212.85421752929688
5 -> [8]
0 -> [0]
4 -> [9]
1 -> [1]
9 -> [9]
2 -> [0]
1 -> [1]
3 -> [0]
1 -> [1]
4 -> [7]
3 -> [7]
5 -> [7]
3 -> [0]
6 -> [8]
1 -> [1]
7 -> [7]
2 -> [8]
8 -> [9]
6 -> [7]
9 -> [7]
Accuracy (on train): 0.35
7 -> [7]
2 -> [2]
1 -> [1]
0 -> [2]
4 -> [9]
1 -> [1]
4 -> [9]
9 -> [7]
5 -> [2]
9 -> [8]
0 -> [0]
6 -> [0]
9 -> [7]
0 -> [0]
1 -> [1]
5 -> [0]
9 -> [8]
7 -> [7]
3 -> [0]
4 -> [7]
100%|██████████| 600/600 [00:02<00:00, 275.41it/s]
 10%|▉         | 58/600 [00:00<00:01, 285.40it/s]
loss: [24000]: 212.85400390625
5 -> [8]
0 -> [0]
4 -> [9]
1 -> [1]
9 -> [9]
2 -> [0]
1 -> [1]
3 -> [0]
1 -> [1]
4 -> [7]
3 -> [7]
5 -> [7]
3 -> [0]
6 -> [8]
1 -> [1]
7 -> [7]
2 -> [8]
8 -> [9]
6 -> [7]
9 -> [7]
Accuracy (on train): 0.35
7 -> [7]
2 -> [2]
1 -> [1]
0 -> [2]
4 -> [9]
1 -> [1]
4 -> [9]
9 -> [7]
5 -> [2]
9 -> [8]
0 -> [0]
6 -> [0]
9 -> [7]
0 -> [0]
1 -> [1]
5 -> [0]
9 -> [8]
7 -> [7]
3 -> [0]
4 -> [7]

100%|██████████| 600/600 [00:02<00:00, 274.26it/s]
loss: [24600]: 212.85379028320312
5 -> [8]
0 -> [0]
4 -> [9]
1 -> [1]
9 -> [9]
2 -> [0]
1 -> [1]
3 -> [0]
1 -> [1]
4 -> [7]
3 -> [7]
5 -> [7]
3 -> [0]
6 -> [8]
1 -> [1]
7 -> [7]
2 -> [8]
8 -> [9]
6 -> [7]
9 -> [7]
Accuracy (on train): 0.35
7 -> [7]
2 -> [2]
1 -> [1]
0 -> [2]
4 -> [9]
1 -> [1]
4 -> [9]
9 -> [7]
5 -> [2]
9 -> [8]
0 -> [0]
6 -> [0]
9 -> [7]
0 -> [0]
1 -> [1]
5 -> [0]
9 -> [8]
7 -> [7]
3 -> [0]
4 -> [7]
Accuracy (on test): 0.4
 89%|████████▊ | 532/600 [00:01<00:00, 273.92it/s]
loss: [25200]: 212.8535919189453
5 -> [8]
0 -> [0]
4 -> [9]
1 -> [1]
9 -> [9]
2 -> [0]
1 -> [1]
3 -> [0]
1 -> [1]
4 -> [7]
3 -> [7]
5 -> [7]
3 -> [0]
6 -> [8]
1 -> [1]
7 -> [7]
2 -> [8]
8 -> [9]
6 -> [7]
9 -> [7]
Accuracy (on train): 0.35
7 -> [7]
2 -> [2]
1 -> [1]
0 -> [2]
4 -> [9]
1 -> [1]
4 -> [9]
9 -> [7]
5 -> [2]
9 -> [8]
0 -> [0]
6 -> [0]
9 -> [7]
0 -> [0]
1 -> [1]
5 -> [0]
9 -> [8]
100%|██████████| 600/600 [00:02<00:00, 272.09it/s]
 70%|███████   | 421/600 [00:01<00:00, 271.30it/s]
3 -> [0]
4 -> [7]
100%|██████████| 600/600 [00:02<00:00, 271.45it/s]
 56%|█████▋    | 339/600 [00:01<00:00, 273.47it/s]
loss: [25800]: 212.8533935546875
5 -> [8]
0 -> [0]
4 -> [9]
1 -> [1]
9 -> [9]
2 -> [0]
1 -> [1]
3 -> [0]
1 -> [1]
4 -> [7]
3 -> [7]
5 -> [7]
3 -> [0]
6 -> [8]
1 -> [1]
7 -> [7]
2 -> [8]
8 -> [9]
6 -> [7]
9 -> [7]
Accuracy (on train): 0.35
7 -> [7]
2 -> [2]
1 -> [1]
0 -> [2]
4 -> [9]
1 -> [1]
4 -> [9]
9 -> [7]
5 -> [2]
9 -> [8]
0 -> [0]
6 -> [0]
9 -> [7]
0 -> [0]
1 -> [1]
5 -> [0]
9 -> [8]
7 -> [7]
3 -> [0]
4 -> [7]
100%|██████████| 600/600 [00:02<00:00, 274.40it/s]
 42%|████▏     | 254/600 [00:00<00:01, 271.33it/s]
loss: [26400]: 212.85317993164062
5 -> [8]
0 -> [0]
4 -> [9]
1 -> [1]
9 -> [9]
2 -> [0]
1 -> [1]
3 -> [0]
1 -> [1]
4 -> [7]
3 -> [7]
5 -> [7]
3 -> [0]
6 -> [8]
1 -> [1]
7 -> [7]
2 -> [8]
8 -> [9]
6 -> [7]
9 -> [7]
Accuracy (on train): 0.35
7 -> [7]
2 -> [2]
1 -> [1]
0 -> [2]
4 -> [9]
1 -> [1]
4 -> [9]
9 -> [7]
5 -> [2]
9 -> [8]
0 -> [0]
6 -> [0]
9 -> [7]
0 -> [0]
1 -> [1]
5 -> [0]
9 -> [8]
7 -> [7]
3 -> [0]
4 -> [7]
100%|██████████| 600/600 [00:02<00:00, 272.68it/s]
 29%|██▊       | 172/600 [00:00<00:01, 271.50it/s]
loss: [27000]: 212.8529815673828
5 -> [8]
0 -> [0]
4 -> [9]
1 -> [1]
9 -> [9]
2 -> [0]
1 -> [1]
3 -> [0]
1 -> [1]
4 -> [7]
3 -> [7]
5 -> [7]
3 -> [0]
6 -> [8]
1 -> [1]
7 -> [7]
2 -> [8]
8 -> [9]
6 -> [7]
9 -> [7]
Accuracy (on train): 0.35
7 -> [7]
2 -> [2]
1 -> [1]
0 -> [2]
4 -> [9]
1 -> [1]
4 -> [9]
9 -> [7]
5 -> [2]
9 -> [8]
0 -> [0]
6 -> [0]
9 -> [7]
0 -> [0]
1 -> [1]
5 -> [0]
9 -> [8]
7 -> [7]
3 -> [0]
4 -> [7]
100%|██████████| 600/600 [00:02<00:00, 274.04it/s]
 14%|█▍        | 84/600 [00:00<00:01, 272.75it/s]
loss: [27600]: 212.852783203125
5 -> [8]
0 -> [0]
4 -> [9]
1 -> [1]
9 -> [9]
2 -> [0]
1 -> [1]
3 -> [0]
1 -> [1]
4 -> [7]
3 -> [7]
5 -> [7]
3 -> [0]
6 -> [8]
1 -> [1]
7 -> [7]
2 -> [8]
8 -> [9]
6 -> [7]
9 -> [7]
Accuracy (on train): 0.35
7 -> [7]
2 -> [2]
1 -> [1]
0 -> [2]
4 -> [9]
1 -> [1]
4 -> [9]
9 -> [7]
5 -> [2]
9 -> [8]
0 -> [0]
6 -> [0]
9 -> [7]
0 -> [0]
1 -> [1]
5 -> [0]
9 -> [8]
7 -> [7]
3 -> [0]
4 -> [7]
100%|██████████| 600/600 [00:02<00:00, 269.57it/s]
  0%|          | 0/600 [00:00<?, ?it/s]
loss: [28200]: 212.85256958007812
5 -> [8]
0 -> [0]
4 -> [9]
1 -> [1]
9 -> [9]
2 -> [0]
1 -> [1]
3 -> [0]
1 -> [1]
4 -> [7]
3 -> [7]
5 -> [7]
3 -> [0]
6 -> [8]
1 -> [1]
7 -> [7]
2 -> [8]
8 -> [9]
6 -> [7]
9 -> [7]
Accuracy (on train): 0.35
7 -> [7]
2 -> [2]
1 -> [1]
0 -> [2]
4 -> [9]
1 -> [1]
4 -> [9]
9 -> [7]
5 -> [2]
9 -> [8]
0 -> [0]
6 -> [0]
9 -> [7]
0 -> [0]
1 -> [1]
5 -> [0]
9 -> [8]
7 -> [7]
3 -> [0]
4 -> [7]

 90%|████████▉ | 538/600 [00:01<00:00, 266.47it/s]
loss: [28800]: 212.8523712158203
5 -> [8]
0 -> [0]
4 -> [9]
1 -> [1]
9 -> [9]
2 -> [0]
1 -> [1]
3 -> [0]
1 -> [1]
4 -> [7]
3 -> [7]
5 -> [7]
3 -> [0]
6 -> [8]
1 -> [1]
7 -> [7]
2 -> [8]
8 -> [9]
6 -> [7]
9 -> [7]
Accuracy (on train): 0.35
7 -> [7]
2 -> [2]
1 -> [1]
0 -> [2]
4 -> [9]
1 -> [1]
4 -> [9]
9 -> [7]
5 -> [2]
9 -> [8]
0 -> [0]
6 -> [0]
9 -> [7]
0 -> [0]
1 -> [1]
5 -> [0]
9 -> [8]
7 -> [7]
3 -> [0]
4 -> [7]
100%|██████████| 600/600 [00:02<00:00, 273.00it/s]
100%|██████████| 600/600 [00:02<00:00, 271.80it/s]
 61%|██████    | 366/600 [00:01<00:00, 271.55it/s]
loss: [29400]: 212.85215759277344
5 -> [8]
0 -> [0]
4 -> [9]
1 -> [1]
9 -> [9]
2 -> [0]
1 -> [1]
3 -> [0]
1 -> [1]
4 -> [7]
3 -> [7]
5 -> [7]
3 -> [0]
6 -> [8]
1 -> [1]
7 -> [7]
2 -> [8]
8 -> [9]
6 -> [7]
9 -> [7]
Accuracy (on train): 0.35
7 -> [7]
2 -> [2]
1 -> [1]
0 -> [2]
4 -> [9]
1 -> [1]
4 -> [9]
9 -> [7]
5 -> [2]
9 -> [8]
0 -> [0]
6 -> [0]
9 -> [7]
0 -> [0]
1 -> [1]
5 -> [0]
9 -> [8]
7 -> [7]
3 -> [0]
4 -> [7]

100%|██████████| 600/600 [00:02<00:00, 270.60it/s]
loss: [30000]: 212.85195922851562
5 -> [8]
0 -> [0]
4 -> [9]
1 -> [1]
9 -> [9]
2 -> [0]
1 -> [1]
3 -> [0]
1 -> [1]
4 -> [7]
3 -> [7]
5 -> [7]
3 -> [0]
6 -> [8]
1 -> [1]
7 -> [7]
2 -> [8]
8 -> [9]
6 -> [7]
9 -> [7]
Accuracy (on train): 0.35
7 -> [7]
2 -> [2]
1 -> [1]
0 -> [2]
4 -> [9]
1 -> [1]
4 -> [9]
9 -> [7]
5 -> [2]
9 -> [8]
0 -> [0]
6 -> [0]
9 -> [7]
0 -> [0]
1 -> [1]
5 -> [0]
9 -> [8]
7 -> [7]
3 -> [0]
4 -> [7]
Accuracy (on test): 0.4
[autoreload of main failed: Traceback (most recent call last):
  File "/usr/local/lib/python3.8/dist-packages/IPython/extensions/autoreload.py", line 245, in check
    superreload(m, reload, self.old_objects)
  File "/usr/local/lib/python3.8/dist-packages/IPython/extensions/autoreload.py", line 394, in superreload
    module = reload(module)
  File "/usr/lib/python3.8/imp.py", line 314, in reload
    return importlib.reload(module)
  File "/usr/lib/python3.8/importlib/__init__.py", line 169, in reload
    _bootstrap._exec(spec, module)
  File "<frozen importlib._bootstrap>", line 604, in _exec
  File "<frozen importlib._bootstrap_external>", line 843, in exec_module
  File "<frozen importlib._bootstrap>", line 219, in _call_with_frames_removed
  File "/content/drive/Othercomputers/My MacBook Pro (corp)/transformers/main.py", line 14, in <module>
    from conv_net import Net as ConvNet
ModuleNotFoundError: No module named 'conv_net'
]
